标题,评分,品牌,产地,茶类,详情链接,id,荐指数,总评,茶语排行,茶语分类排行,综合评分排行,热搜排行
[柏联]和顺普洱茶熟茶(2010),7.8,柏联,云南,普洱>熟茶,https://chaping.chayu.com/tea/559,559,2,干茶：干茶用料较为粗老，，有碎茶。汤色：汤色橙黄透亮。气味：香气。滋味：茶汤滋味醇厚，有回甘，甜度明显，但不够耐泡。：细碎，柔暖，含梗较多，原料较老。,3624,779,3843,3347
[彬杰]老枞水仙（2017）,7.8,彬杰,福建,乌龙>水仙,https://chaping.chayu.com/tea/3377,3377,2,"这是一款打着老枞水仙名号但有明显缺陷不适合品饮的乌龙茶，它在品饮中期喉底略干。
这茶喝起来有着让人不愉悦的高火味；汤里焙火味十足，茶汤较薄，涩味较重，虽有回甘，但喉底略干之感。整体协调感不好，叶底欠活性。
",3624,513,3524,781
[凯捷（北苑贡茶）]闽北水仙（银奖）,7.8,凯捷（北苑贡茶）,福建,乌龙>武夷山大红袍,https://chaping.chayu.com/tea/1074,1074,2,一款中偏足,3624,513,3649,1823
[品品香]新工艺白茶饼（2014）,7.8,品品香,福建,白茶>其他,https://chaping.chayu.com/tea/1330,1330,2,"一款原料较粗老，品饮香气存在一定问题的白茶。
香气甜香为主，稍稍带闷
茶汤滋味甜，有少量回甘，舌面有发干，协调性、持久性略略欠缺。",3624,261,3746,3812
[品品香]孝道一品 白牡丹 十年陈韵（2013）,7.8,品品香,福建,白茶>其他,https://chaping.chayu.com/tea/1332,1332,2,"一款选料花杂，有明显不当处理的白茶。
香气果味明显，气较重。
汤中味较重，苦底，难化开，汤中果味明显，酵味重。",3624,261,3843,1641
[梅府茗家]开化龙顶（2015）,7.8,梅府茗家,浙江,绿茶>其他,https://chaping.chayu.com/tea/1844,1844,2,一款中低档大宗绿茶。外形微卷曲紧实，香气清香较显，但微夹带有青草味，茶汤滋味醇和，微苦，回甘慢。,3624,716,3373,3649
[雪峰]高山乌龙茶黄金桂,7.8,雪峰,福建,乌龙>其他,https://chaping.chayu.com/tea/823,823,2,干茶：干茶饱满厚重，颜色黄绿均匀，油,3624,513,3175,3581
[多吉祥]西康藏茶（2015）,7.8,多吉祥,四川,黑茶>藏茶,https://chaping.chayu.com/tea/1848,1848,2,一款受潮的黑茶。冲泡后，茶汤不透，较混浊，前期有霉味，后期是比较明显的灰尘味，滋味整体还没有受到影响，口感浓厚、顺滑。,3624,239,3373,2428
[满堂香]特级正山小种,7.8,满堂香,福建,红茶>其他,https://chaping.chayu.com/tea/569,569,2,干茶：条索是典型的外形，度较好但色泽欠。汤色：汤色橙红色，明亮度好。气味：明显的松烟香，并透着淡淡甜香，且持久性较好。滋味：滋味醇厚，有些味，耐泡性一般。：红色柔亮，大小较均匀，无茶梗，体现原料的嫩度较好。,3624,653,3175,3830
[白日岩]牡丹王龙珠（2017）,7.8,白日岩,福建,白茶>其它,https://chaping.chayu.com/tea/3897,3897,2,茶汤较厚，前期微甜，但从第一水到尾水，涩感一直很重，化不开，回甘较浅，无生津，喉咙不舒服；汤中有熟闷气，也是不好的体验。,3624,261,3175,1478
[八马]信阳毛尖,7.8,八马,河南,绿茶>其他,https://chaping.chayu.com/tea/58,58,2,干茶：条索紧细，较,3624,716,4229,2856
[五福茶业]齐鲁干烘（2017）,7.8,五福茶业,山东,黄茶>其它,https://chaping.chayu.com/tea/3898,3898,2,"一款外形欠匀齐、汤感粗糙、老火纯正持久的黄茶。
香气纯正持久，无异味，老火味明显，带有淡淡果香。滋味厚，回甘尚可，但汤感粗糙、不够顺滑，有一定耐泡度。叶底色泽不均匀，乌褐中夹杂着墨绿色叶片。",3624,149,3373,1052
[华祥苑]祥韵浓香型铁观音,7.8,华祥苑,福建,乌龙>安溪铁观音,https://chaping.chayu.com/tea/60,60,2,干茶：外形色泽褐绿，尚,3624,513,4209,3437
[夏都]红萝正山小种红茶,7.8,夏都,福建,红茶>正山小种,https://chaping.chayu.com/tea/319,319,2,干茶：乌,3624,653,3524,2483
[先徽]金寨黄芽（2017）,7.8,先徽,安徽,黄茶>其他,https://chaping.chayu.com/tea/3648,3648,2,"一款香气低沉，滋味寡淡的黄茶。
香气低沉，可闻淡淡的炒豆香，有清香，以及夹杂着的一点焦味，茶汤入口平淡，滋味极寡淡，有生津，应是内含物质不足导致，工艺上无大的缺点，但是因为原料主要由一芽二叶构成、且芽头瘦小的关系，整体茶汤表现不佳。",3624,149,2591,1112
[阿翟红茶馆]木栅正枞铁观音（2017）,7.8,阿翟红茶馆,台湾,乌龙>其他,https://chaping.chayu.com/tea/4417,4417,2,"一款涩感突出有不适酸味的乌龙茶。
香气有炒米香，带点果香，但香气有不适的酸味。滋味平淡，入口带点甜，涩味从第一泡就有且舌面停留时间长，冲泡后半段有酸味返，令人不适。
猜测是茶叶后期保存不当的返酸和涩化不开。
",3624,513,4138,1617
[益庆源茶业]云海复兴号（2016）,7.8,益庆源茶业,云南,普洱>熟茶,https://chaping.chayu.com/tea/3653,3653,2,"带杂气，滋味淡薄的熟普。
香气带烟，焦杂气，散后有不高的米香，枣香，在口中留香不持久。
茶汤滋味偏薄，有甜润感，略涩，涩感化开较慢，回甘较慢但是持续。
",3624,779,2180,2530
[小熙茶堂]烤香野生红茶,7.8,小熙茶堂,国外,红茶>滇红,https://chaping.chayu.com/tea/838,838,2,干茶该茶条索较为粗壮松散，露梗，色泽为棕褐色，尚油,3624,653,3746,3635
[老同志]深山老树(2014),7.8,老同志,云南,普洱>生茶,https://chaping.chayu.com/tea/1094,1094,2,原料嫩度比较高，工艺有明显缺陷。香气带明显青臭杂气，滋味浓，苦重，化开缓慢，回甘不明显。,3624,779,3843,2160
[七彩云南]尚品小金沱,7.8,七彩云南,云南,普洱>生茶,https://chaping.chayu.com/tea/71,71,2,干茶：干茶外形规整，紧实，表面较油,3624,779,2938,3838
[湖心岛]手工黄茶（2017）,7.8,湖心岛,湖南,黄茶>其他,https://chaping.chayu.com/tea/3655,3655,2,"一款杀青不足，滋味平淡，香气低沉的黄茶。
香气以清香为主，香气淡，浓度下降较快，入口甜润，滋味恬淡，细品有淡淡的青味，应是杀青不足造成，叶底花杂，应该是杀青不均匀导致，不推荐的一款黄茶。",3624,149,3175,1508
[正源华茶]至尊茶礼普洱即溶茶精华,7.8,正源华茶,云南,速溶茶>粉茶,https://chaping.chayu.com/tea/585,585,2,干茶：外形为粉末状，比较细，暗红色，色泽鲜活，，干度好。汤色：汤色深红，明亮度高，没有茶渣。气味：香气略淡，茶汤冷却后才能闻到。滋味：茶粉溶解度很好，滋味浓郁，微苦，略回甘。：本款茶特制为粉状茶珍，无残留，不做评价。,3624,23,2180,1299
[银龙]中华红金奖白琳工夫红茶,7.8,银龙,福建,红茶,https://chaping.chayu.com/tea/588,588,2,干茶：茶叶为条形但比较短，而且弯曲，还算紧结、,3624,653,2938,4256
[蜀信]蜀信飘雪,7.8,蜀信,四川,花茶>茉莉花茶,https://chaping.chayu.com/tea/333,333,2,干茶：此款茶外形弯曲，底茶是优质细嫩的绿茶，带花片，白毫显露，墨绿色，油,3624,171,2591,2706
[家乡妹]一级信阳红（2017）,7.8,家乡妹,河南,红茶>其它,https://chaping.chayu.com/tea/3918,3918,2,"一款外形喜人，香气和滋味让人感到绝望的信阳红茶。
香气带酸味、甜香味以及糊味，“极为丰富”，工艺掌握不佳。入口鲜爽度差，滋味较为平淡，涩味明显，难化开，嗓子发干。
总体协调性较差，耐冲泡度较好。
",3624,653,3175,1559
[天羽茶业]八仙凤凰单枞,7.8,天羽茶业,广东,乌龙>单丛,https://chaping.chayu.com/tea/79,79,2,干茶：干茶条索紧结，乌褐油,3624,513,3746,3653
[健韵阁]蜜兰香3号（2016）,7.8,健韵阁,广东,乌龙>其他,https://chaping.chayu.com/tea/3151,3151,2,香气带甜花香，滋味浓厚较苦，耐冲泡。制作过程火功温度过高，使得该茶失去了凤凰单丛茶宜人的蜜兰香。,3624,513,3373,1934
[凤山]2012年产凤山陈年铁观音,7.8,凤山,福建,乌龙>安溪铁观音,https://chaping.chayu.com/tea/84,84,2,干茶：外形有明显,3624,513,3746,3970
[邑沓]武夷岩茶大红袍,7.8,邑沓,云南,乌龙>武夷山大红袍,https://chaping.chayu.com/tea/596,596,2,干茶：具典型,3624,513,3373,2683
[茶耶棒]日照绿茶（2016）,7.8,茶耶棒,山东,绿茶>其他,https://chaping.chayu.com/tea/2390,2390,2,一款高性价比的山东绿茶。香气清扬，嫩香和花香持久，茶汤鲜爽甜柔，厚度一般，回甘生津好。但可惜的是中期稍带有糊味。,3624,716,2591,1017
[统茗茗茶]四季春乌龙茶,7.8,统茗茗茶,台湾,乌龙>其他,https://chaping.chayu.com/tea/599,599,2,干茶：条索具标准台湾高山乌龙造型，条索紧结,3624,513,2180,3262
[蒙顿]班章贺岁,7.8,蒙顿,云南,速溶茶>生茶,https://chaping.chayu.com/tea/857,857,2,颗粒均匀，黄褐色，汤色深黄褐色，尚亮，陈香不明显，香高持久，浓醇较苦,3624,23,2591,2489
[三亩良田]崂山红茶（2016）,7.8,三亩良田,山东,红茶>其它,https://chaping.chayu.com/tea/2649,2649,2,"一款制作工艺还存在缺陷的红茶，不推荐购买。
香气略带炒米香，青味更持久。入口顺滑，但青涩味重，化不开，喉底发干。
总体协调性一般，耐冲泡度正常。
",3624,653,3843,3580
[中茶]蝴蝶•白牡丹老白茶（2015）,7.8,中茶,福建,白茶>其他,https://chaping.chayu.com/tea/2140,2140,2,"这是一款品质有所欠缺的白茶。
这款白茶有一定的陈化，但其香气和口感中能清晰感受到青味，破坏了整体的协调感。茶叶干茶颜色花杂，比较碎。香气较稳定但有闷感，整体以花香和甜香为主。汤质偏薄，入口清爽，甜度高，汤内有香，略带涩，化得较慢，生津舒缓。
",3624,261,3373,1014
[伯韵]特级玖如茉莉花茶,7.8,伯韵,福建,花茶>茉莉花茶,https://chaping.chayu.com/tea/93,93,2,干茶：干茶紧卷,3624,171,1177,3206
[清凉山]清凉山磨锅茶,7.8,清凉山,云南,绿茶>其他,https://chaping.chayu.com/tea/96,96,2,干茶：干茶外形带典型磨锅茶特有的白霜，,3624,716,2938,2067
[君山]百家福毛尖（2013）,7.8,君山,湖南,黄茶>其他,https://chaping.chayu.com/tea/1889,1889,2,此款茶品质有一定缺陷，外形和滋味并无大问题，外形紧实卷曲，入口爽滑。但冲泡后仓味明显，香气不纯。,3624,149,3175,2100
[猴王]早春毛尖,7.8,猴王,湖南,花茶>茉莉花茶,https://chaping.chayu.com/tea/98,98,2,干茶：干茶紧卷,3624,171,2938,3763
[绿雪芽]言茶（六年老白茶）（2015）,7.8,绿雪芽,福建,白茶>其他,https://chaping.chayu.com/tea/2146,2146,2,"老白茶，存放干净。原料较粗老。
香气纯正，有陈香、枣香不甚明显。汤色浅红明亮，滋味醇和，入口稍苦，有回甘。耐泡度差。
",3624,261,2591,938
[NEW TEA]东篱尼尔吉里红茶（2015）,7.8,NEW TEA,国外,红茶>国外红茶,https://chaping.chayu.com/tea/3682,3682,2,这款红茶品质较一般，香气和滋味没有大缺陷，但是香气平和，滋味淡薄，无特点。,3624,653,3746,2406
[仟叶堂]知水寿眉（2012）,7.8,仟叶堂,福建,白茶>其他,https://chaping.chayu.com/tea/2150,2150,2,这款茶汤色始终保持金黄清澈透亮，转化较好，香气一二泡略有粗气有一定刺激性，香气果香带薄荷香，清雅持久，这款茶以汤感绵滑香柔为主，喝后喉部有清凉之感，回味香甜，耐泡度一般，叶底较为花杂，总体细碎，品质总体一般。,3624,261,3373,932
[老曼峨]云南班章女儿贡茶（2010）,7.8,老曼峨,云南,普洱>熟茶,https://chaping.chayu.com/tea/616,616,2,干茶：外形松紧度适中，有毫，尚壮结，较,3624,779,3175,2138
[鼎呱呱茗茶]一级金骏眉（2016）,7.8,鼎呱呱茗茶,福建,红茶>其他,https://chaping.chayu.com/tea/2666,2666,2,一款自己叫自己金骏眉的红茶，这款茶烟火气较重，并且汤里也会感受得到，茶汤厚度一般，饮过之后有涩，生津不明显。不过呢，它也并不无可取之处，茶汤甜度不错，除此之外它也有明显的蜜香和果香，回甘持久。,3624,653,3524,195
[张一元]茉莉毛尖,7.8,张一元,北京,花茶,https://chaping.chayu.com/tea/107,107,2,干茶：干茶紧直，有断碎，色泽绿,3624,171,2938,2542
[峰林顶]岩背岩雾尖,7.8,峰林顶,广东,绿茶>其他,https://chaping.chayu.com/tea/619,619,2,干茶：干茶色泽墨绿无光泽，清香略有栗香，条索卷曲较短，不规则，有茶梗和碎叶欠,3624,716,3649,1308
[龙润]绮绿普洱生茶,7.8,龙润,云南,普洱>生茶,https://chaping.chayu.com/tea/108,108,2,干茶：压制成饼茶，饼形,3624,779,3649,3556
[杨聘号]布朗山(2016),7.8,杨聘号,云南,普洱>生茶,https://chaping.chayu.com/tea/2669,2669,2,该款茶特色不甚明显，总体来说，香气、滋味都是比较中规中矩。干茶深绿间黄，有芽头，尚紧结，匀净度尚好，偶见木质化茶梗；汤色黄绿，较明亮，香气纯正，清香尚持久，滋味略苦能化，涩感不明显，汤水醇和。叶底欠调匀、较粗壮。,3624,779,2180,2485
[沁爱]碧螺春（2017）,7.8,沁爱,云南,绿茶>其他,https://chaping.chayu.com/tea/3437,3437,2,"一款香气高昂、滋味浓厚、收敛性较强的绿茶。
茶叶卷曲如螺，呈颗粒形较大，略松，色泽深绿，白毫显。甜香明显，稍带蜜香，香气高长持久。茶汤收敛性较强，有苦涩味，滋味浓厚。
",3624,716,3746,1023
[才者]高级皇品(2015),7.8,才者,云南,普洱>熟茶,https://chaping.chayu.com/tea/1911,1911,2,工艺不太完善，用料普通，品饮价值一般。,3624,779,3649,3409
[陈升号]雅味普洱生茶（2013年）,7.8,陈升号,云南,普洱>生茶,https://chaping.chayu.com/tea/376,376,2,干茶：干茶符合标准的生普饼茶特征， 由芽叶可看出用料,3624,779,3373,3165
[蝴蝶牌]铁观音（2015）,7.8,蝴蝶牌,福建,乌龙>其他,https://chaping.chayu.com/tea/2425,2425,2,"一款普普通通的铁观音。
干茶颗粒匀整欠紧结，冲泡后有奶油香和淡淡的兰花香，但是伴有青气，滋味较醇和，茶叶耐泡度一般。                                                                                                                                                                                       ",3624,513,3649,1664
[皇家百合]三年陈白茶（2017）,7.8,皇家百合,福建,白茶>其他,https://chaping.chayu.com/tea/3963,3963,2,"一款香气滋味都有缺陷的白茶。
干茶香气略带药味，但是冲泡后叶底有辛辣味，而且香和水分离，不融合，口中略有点花香；滋味较甜，但有酸，苦涩不显，饮后喉咙一直发干，不舒服。",3624,261,2591,1437
[云海蛟龙]小青柑（2017）,7.8,云海蛟龙,云南,普洱>熟茶,https://chaping.chayu.com/tea/4220,4220,2,"喝到的香气和滋味大部分都来自于柑皮，有种成本都花在柑皮上了的错觉。
茶汤闻到和喝到的都以明显的柑类为主，带少量熟普所有的老木头气味；前期闻起来稍稍带闷；
茶汤有一定熟普的润度，但是柑酸气味过重，舌面的涩、麻感也太过于明显。",3624,779,2591,846
[抱儿钟秀]2015霍山黄大茶,7.8,抱儿钟秀,安徽,黄茶,https://chaping.chayu.com/tea/1405,1405,2,"一款原料中下，由工艺特色所产生的炒米香浓且持久的茶款。
香气由炒米香与麦香组成，浓且持久。滋味醇厚甘爽，汤中有炒豆香与焦甜香很持久。
",3624,149,3746,2105
[隆合茶业]政和老白茶（2006）,7.8,隆合茶业,福建,白茶>其他,https://chaping.chayu.com/tea/2174,2174,2,"一款选料较粗老，口感有缺陷的白茶。
这款茶原料粗老，多梗和老叶。色泽花杂，多铁板色，光泽度较差。叶底暗杂，叶片多不完整。整体香气偏甜。，但头几泡略带青味而且入汤。滋味有厚感，带甜，舌面略涩，但化得开。
",3624,261,3649,964
[中茶]武陵绿雨前茶,7.8,中茶,湖南,绿茶>其他,https://chaping.chayu.com/tea/1666,1666,2,"这是一款原料中壮，工艺稍显不足，适合大众消费的大宗商品绿茶。
该款产品干茶色泽墨绿灰白，条索弯曲尚紧，稍显粗松。汤色黄绿明亮。香气栗香低沉，略显粗杂，略带烟火气。茶汤入口甘醇爽口，但滋味欠醇厚，感明显，略带焦糊味，略显粗老。",3624,716,2180,3703
[大绿园]陈香六堡茶（2017）,7.8,大绿园,广西,黑茶>其他,https://chaping.chayu.com/tea/4229,4229,2,"表现较差的黑茶。茶汤带有明显的堆味，之后有粗老气，略带甜香；
茶汤滋味较薄，有一定甜润感，涩度明显，不易消退。
",3624,239,2180,1354
[碧雾山]老寿眉（2012）,7.8,碧雾山,福建,白茶>其他,https://chaping.chayu.com/tea/1672,1672,2,"一款原料粗老、存放有问题的白茶饼。
这款老白茶饼，原料较为粗老，色泽枯黄，冲泡后陈香明显，但香气带有杂味，似潮味，滋味清甜爽口，但总体偏薄，且不耐泡。",3624,261,3843,3260
[皖云]忘年雅香六安瓜片,7.8,皖云,安徽,绿茶>其他,https://chaping.chayu.com/tea/138,138,2,干茶：片形，微弯，欠,3624,716,3175,4097
[皖云]若水六安瓜片,7.8,皖云,安徽,绿茶>其他,https://chaping.chayu.com/tea/139,139,2,干茶：片形，微弯，欠,3624,716,3175,4248
[国皓]陈皮普洱（2014）,7.8,国皓,云南,普洱>熟茶,https://chaping.chayu.com/tea/2191,2191,2,"这个茶缺陷明显，品饮令人不悦。且其柑果和熟茶的香气滋味不协调。
嗅干果，有着鲜活的柑橘皮香气。可是沸水一冲，带着堆味的熟茶味一马当先扑鼻而来，慢慢地才有柑果香出来。同样的在汤内，柑果味很淡，而有堆味。汤质较厚，入口顺、甜味显，却滋味不纯净。冲泡后期喉咙略有不适。茶叶整体的协调感不佳。并且这茶，从头至尾，汤色始终浑浊。而熟茶叶底黑褐、茶质干涩，但揉搓后就成泥状。
",3624,779,3524,976
[湛扬]特级正山小种（2017）,7.8,湛扬,福建,红茶>正山小种,https://chaping.chayu.com/tea/3984,3984,2,"一款原料等级较高，外形较漂亮，但内质有缺陷的红茶。
香气平和，汤内含薯香，杯底松烟香持久，不持久；
滋味醇厚爽口、微酸；
",3624,653,2591,1584
[林生茶]婺源绿茶一叶香（2016）,7.8,林生茶,江西,绿茶>其他,https://chaping.chayu.com/tea/2193,2193,2,"一款内质优于外形的绿茶。
总体看是一款品质不错的绿茶。该茶香气豆香显，带有嫩香，但是带有烟味，且香入茶汤。茶汤表现较好，滋味鲜甜，较稠厚，爽口度一般，饮后回甘明显，但是生津稍缓慢。
整体协调度好，耐冲泡度一般。
",3624,716,4173,908
[茶伯六堡昌]一级六堡茶（2017）,7.8,茶伯六堡昌,广西,黑茶>其它,https://chaping.chayu.com/tea/4241,4241,2,"喝起来像红茶，有不舒服体感的六堡茶。
有比较明显的烤红薯气。
茶汤口感也类似红茶，微甜微鲜，喝完舌面有不舒服的刺麻感。

",3624,239,3175,1168
[八仙工夫]诏安柚子茶,7.8,八仙工夫,福建,乌龙>其他,https://chaping.chayu.com/tea/915,915,2,这款2010年的柚子茶，干茶颜色黑色，呈块状，经过六泡后，茶叶依旧呈块状，完全泡不开。存放5年后的这款茶叶，香气虽较，但滋味很淡薄。,3624,513,4015,2062
[双径]径山茶 ,7.8,双径,浙江,绿茶>其他,https://chaping.chayu.com/tea/408,408,2,干茶：干茶条索是典型,3624,716,2938,2342
[三鹤]槟榔香103六堡茶（2015）,7.8,三鹤,广西,黑茶>六堡茶,https://chaping.chayu.com/tea/3480,3480,2,"香气有明显问题的六堡茶，
香气主要为槟榔香，前两泡有明显仓味，退去后为湿木头气。茶汤整体滋味偏淡，且粗糙，耐泡度普通。
",3624,239,3524,276
[村人易物]白沙红,7.8,村人易物,海南,红茶>其他,https://chaping.chayu.com/tea/1434,1434,2,"一款鲜叶选料较普通的，加工工艺尚好。
淡淡的甜香，但不持久，头两泡稍有味。汤内有香，但茶汤滋味比较薄，苦味重，略微有。五泡出水味。",3624,653,3373,3366
[怡清源]年轮千两茶（2014）,7.8,怡清源,湖南,黑茶>湖南黑茶,https://chaping.chayu.com/tea/925,925,2,干茶外色泽棕褐有光泽，松紧适度，含梗。红黄明亮。陈味，带堆味。醇和，入口较为顺滑，略带粗感。 较大，暗褐，欠柔软，含梗。,3624,239,3175,1010
[叶凌春]白牡丹,7.8,叶凌春,广西,白茶>白牡丹,https://chaping.chayu.com/tea/670,670,2,干茶：干茶色泽绿,3624,261,3746,3413
[浪伏]凌云白毫金芽红茶,7.8,浪伏,广西,红茶,https://chaping.chayu.com/tea/929,929,2,选料高级的金芽红茶，但略陈，无特点，单芽红茶外形卷曲，密披金毫，,3624,653,2938,1917
[绿剑]绿剑茶,7.8,绿剑,浙江,绿茶>其他,https://chaping.chayu.com/tea/421,421,2,干茶：形色泽绿黄，,3624,716,2591,2603
[可以兴  ]迷你沱（2017）,7.8,可以兴  ,云南,普洱>熟茶,https://chaping.chayu.com/tea/3749,3749,2,"香气滋味非常一般，品饮感受不突出。
干茶褐黄，条索紧细，金芽显露，沱形规整，匀净;有木质香气、糯米香入汤，融合度较一般，茶汤厚度一般，入口微苦，尚能化开。",3624,779,2938,1437
[茶中奇葩]安吉白茶,7.8,茶中奇葩,浙江,绿茶>安吉白茶,https://chaping.chayu.com/tea/425,425,2,干茶：条索,3624,716,2938,3283
[品味]精选茗茶茉莉花茶（2015）,7.8,品味,四川,花茶>茉莉花茶,https://chaping.chayu.com/tea/1961,1961,2,"一款品质低下的茉莉花茶。外形不佳，香气不持久，滋味偏淡薄，几乎没有亮点。
茉莉花香前期较浓郁，但香气不持久，滋味醇和，两颊有感且化不开，稍有回甘,整体滋味偏淡。",3624,171,3843,3145
[荣瑞祥]女儿环,7.8,荣瑞祥,云南,绿茶>其他,https://chaping.chayu.com/tea/429,429,2,干茶：外形圆，完整，白毫显。汤色：茶汤黄绿，略显浑浊。气味：香气，无异味，带嫩香。滋味：滋味甜醇，回甘明显。：芽叶肥硕，黄绿有光泽，有碎茶。,3624,716,3175,3257
[雨佳]霍山黄芽（雨佳）,7.8,雨佳,安徽,绿茶>霍山黄芽,https://chaping.chayu.com/tea/943,943,2,标准的凤型，松散成朵，峰苗显。汤色浅绿，清亮，维持稳定。栗香嫩香为主，前期带点，后期带甜香。滋味醇，后期有之感。嫩绿色，嫩匀成朵，光，以一芽一叶为主。汤色浅绿清亮，嫩香，栗香，带甜香，滋味醇、、后期有感，品饮过后口中清香悦人，香气滋味都不够持久。,3624,716,2180,2561
[八马]天野原香（2013年）,7.8,八马,云南,普洱>熟茶,https://chaping.chayu.com/tea/178,178,2,干茶：色泽黑褐，条索较紧结，欠,3624,779,3843,2569
[茗舌]特一级霍山黄芽（2017）,7.8,茗舌,安徽,黄茶>霍山黄芽,https://chaping.chayu.com/tea/3506,3506,2,一款加工上有缺陷，滋味欠持久的黄茶；滋味清甜无不适，无回味，不够耐泡；叶底带少量红边和鱼子泡；整体品质无明显特点，性价比较低。,3624,149,3649,2092
[三和名茶]安溪铁观音 浓香910,7.8,三和名茶,福建,乌龙>其他,https://chaping.chayu.com/tea/1974,1974,2,"这是一款浓香型的，不耐泡，内质一般，表现正常。
干茶深绿间黄，条索较紧结、身骨欠、尚、干净；火香突出，茶香隐忍，略有焦糖香；汤色金黄、欠明亮，口感醇正，水含香，回甘不明显；深黄绿，欠软亮，叶片较粗老。
",3624,513,3649,2168
[翁广喜]西湖龙井,7.8,翁广喜,浙江,绿茶>龙井,https://chaping.chayu.com/tea/440,440,2,干茶：干茶外形色泽都比较好，扁平较光滑，嫩黄绿，些碎末，洁净，外形基本符合该茶特级等级特征，但,3624,716,2938,1846
[大益]7262七子茶饼（2013）,7.8,大益,云南,普洱>熟茶,https://chaping.chayu.com/tea/186,186,2,干茶：干茶外形条索紧细，色泽黑褐较。汤色：前两泡茶汤深红较明亮，之后为橙红色。气味：陈香，持久度好，直到最后一泡香气只少许下降。滋味：较醇厚，稍有甜味，较耐泡。：柔软细嫩油亮，较，少量碎茶。,3624,779,2938,4080
[下关沱茶]甲沱-绿盒（2012）（重庆仓）,7.8,下关沱茶,云南,普洱>生茶,https://chaping.chayu.com/tea/4026,4026,2,这款茶干嗅仓味明显，很不讨喜，开汤后茶汤中依然有仓味。总体来说沱形规整，条索墨绿发褐，紧压适中，匀整度稍差，茶梗明显；仓味盖过茶香，滋味醇和尚滑润，入口微苦，回甘迟缓；汤色浅褐红，尚明亮；叶底尚软亮，欠匀齐。,3624,779,2591,1819
[猴坑茶业]太平猴魁 特级（2016）,7.8,猴坑茶业,安徽,绿茶>太平猴魁,https://chaping.chayu.com/tea/2492,2492,2,"一款整体品质欠佳，工艺有缺陷的太平猴魁。
这款茶清香中一直有焦糊气，整个香气始终沉闷。而且香气的不愉悦带入汤内，虽然有鲜味，但茶汤协调感也不好，二泡开始有苦涩，回甘弱。从叶底看，选料也较差芽叶瘦薄，叶张边缘、叶面有焦斑，破碎叶较多，不匀齐。在汤内也会有细小杂质。",3624,716,2938,384
[凯捷（北苑贡茶）]闽北水仙（银奖）2011,7.8,凯捷（北苑贡茶）,福建,乌龙>其他,https://chaping.chayu.com/tea/1983,1983,2,"一款原料较为粗老，火工偏高的茶。
香气以香为主，在最后有少量甜香和果香，
滋味较薄，有少量，回甘弱。",3624,513,3524,3908
[安态]六安瓜片（2016）,7.8,安态,安徽,绿茶>六安瓜片,https://chaping.chayu.com/tea/2495,2495,2,"这款茶品质不佳，香气滋味带有青味。
香气有栗香，带清香，但不持久、整体平和。青味带入汤内，滋味较浓，鲜甜有回甘，带苦涩。",3624,716,3373,2877
[日轩]日轩铁观音,7.8,日轩,福建,乌龙>其他,https://chaping.chayu.com/tea/1218,1218,2,香气中明显带刺鼻,3624,513,3746,3978
[汪满田]黄山毛峰特级（2016）,7.8,汪满田,安徽,绿茶>黄山毛峰,https://chaping.chayu.com/tea/2498,2498,2,"这是一款金玉其外败絮其中的绿茶。
干茶形态尚美观，选料细嫩，微卷微翘。内质表现则很一般，特点不突出，甚至出现缺点。香气以清甜香为主，带有闷青和烟味，滋味清淡，整体汤感薄，品质一般。",3624,716,2591,3139
[玉露春]雨前炒青,7.8,玉露春,江苏,绿茶>其他,https://chaping.chayu.com/tea/1733,1733,2,这是一款雨前原料尚嫩，较为耐泡，品质有明显缺陷，但仍可饮用的大众,3624,716,2938,3504
[乐淳]玫瑰红茶 快时尚即溶茶,7.8,乐淳,广东,速溶茶>袋泡茶,https://chaping.chayu.com/tea/200,200,2,干茶：外形为粉末状，色泽鲜活，,3624,23,2591,2002
[跃华]蒙顶山甘露,7.8,跃华,四川,绿茶>蒙顶甘露,https://chaping.chayu.com/tea/458,458,2,干茶：绿,3624,716,3524,2090
[亨泰]霍山黄芽（2016）,7.8,亨泰,安徽,黄茶>其他,https://chaping.chayu.com/tea/2763,2763,2,"一款用料一般，品质欠佳的黄茶。
鲜叶原料尚粗老，带有较多嫰梗，工艺也稍欠缺，叶上出现了爆点。滋味厚中带苦，香气闷豆香明显，茶汤黄浑。茶汤的协调性、饱满度都不能令人满意。
",3624,149,2938,1970
[闽红岩]白毫银针（2016）,7.8,闽红岩,福建,白茶>白毫银针,https://chaping.chayu.com/tea/2509,2509,2,"这是一款综合表现较一般，有明显缺点的白茶。
茶香较杂，有豆浆的香气，但不清晰高扬，带闷浊感，有酸气，高火与焦气。茶叶外形较均匀，挺直，芽尖完整；茶汤内质欠饱满，入口甜感重，较腻，回甘不明显，有生津，口感不丰富，较单一。
整体耐泡度较好，协调度一般。",3624,261,4015,2939
